PC1,PC2,PC3
-0.09941338578733275,-0.024772087626221136,0.5378325943537414
-0.15945937553037146,-1.5447706019135072,-0.6036047457477077
-0.17047871869024525,-0.527640142273402,-0.8429518160878721
0.12001858664906546,1.5678755815812555,-0.9868932445736043
-1.2395391043881803,0.18065360861251428,-0.647745926473713
-0.7080149610385691,-1.435448880849551,-0.4933451398855484
-0.7380177053388852,-0.21007027837569123,-0.7369996149375925
1.0048326435885961,1.0828883665586595,0.26313084749411775
-0.9018988291617102,-0.08988777572165112,0.7080726753739687
0.757793038694774,-0.3387203260243325,-0.8431491513567703
-1.479631201935605,-0.8559866558824326,0.8592068834144077
-1.6896846830436458,0.983322710758326,0.08511684933505202
-0.7368035650016833,-0.47825404269334504,-0.7265987565169003
-1.9935328211105856,0.3469937764146506,0.17387633363910326
0.12331372469911861,-0.06620978967215546,-0.050713503969776294
0.04104760316440307,-0.4083670553423233,-0.8918818659610345
0.2107066361159892,0.8741826730253945,0.6385693300225779
-1.0994505191255453,-0.08099636499582347,0.20533061818526915
-1.7105132598420887,0.3085132895850395,-0.35319068082192845
-0.3905257607874348,-1.4120420213705172,-0.09113597806166886
-0.8273849761963583,-0.6450779508872685,0.17090146593152983
-0.21015530909576802,0.40699180501617493,-0.20108581024225936
-0.9942311200999817,0.49857347647458267,0.16032307350765113
0.04110325333193296,-2.18816245056586,0.7956645103394658
-1.906493408753851,0.7338111925940951,0.3415648810769461
-0.6872814539331787,-0.6548549688417624,0.14201983357174652
0.8988835433870718,-0.08616552086708695,-0.2119506919299813
-0.3012305426157233,1.5446983037741824,0.7188833757280605
-1.5922520514513983,-0.16286107561781793,0.3115377667046181
0.0734963262811307,2.3905859651621633,-0.13791036338020776
-0.19487453863257154,-0.9017524753762276,0.592617118887517
1.077784683606234,1.3634474538451495,0.2367437347794905
-0.32965983255269415,0.01594810678974413,0.7855575560268205
-2.4318433934134127,0.17246802908911554,0.47362088079803083
0.6752221525253345,-1.440226182422197,0.6334717498014657
0.7943050982323951,-0.0949519786499454,0.3539074252007465
1.0684477817501725,-0.3550222369282311,-0.23669435588232968
0.6203883436635195,-0.4377254867834264,0.40385949907194674
-0.28481072345322395,-0.08162082342640448,-0.16607719755444442
0.159964334593894,-0.1877131050698916,-0.9254918649682059
0.47905231361592787,0.03893309559199053,0.4144501634597971
-2.1463521039283835,-0.07481587030253596,-0.448147555425468
-1.4614552870995194,0.8397140710507449,0.24438134003098197
0.4264395611481607,-1.6973493534824446,0.6956618451454099
1.335794589036538,-0.017366258031317715,-0.3059622782327475
-0.6830454008013724,0.3404731383791441,-0.5691162650476776
1.4389257963371949,0.8020553658062021,-0.36006249234907783
0.3198413781804635,-0.7886771178382393,0.48059172581696147
1.3493278416450216,0.25361291250085916,0.4253458434340044
0.9690258346439298,0.20734361997301573,-0.9089735990048033
-1.8933845210150162,0.16372581219678273,0.16023455943882925
0.9435147321785987,-0.8928430129907464,0.5556741122587049
-0.27120882776735306,1.030765139787509,-0.8838205052567233
0.8481641919964806,1.0266103073145547,0.49933767480107577
0.03560834376450855,-0.8508566787825809,0.5424432352085038
-0.6363927407586483,-0.8492543874281605,0.13911147705574275
1.1750797932253967,-0.09845618800128585,0.47573642940674765
0.3328237832746401,1.1069397764955575,-0.342331384621555
0.5998398425105401,-1.359020700287777,0.44475402772437755
-0.1291438382315748,-2.232694594340522,-0.7838482949542195
0.8093021542819254,1.474274479572542,0.2884314143848839
0.27432835346296547,-0.9618268766850147,-0.24792187292070544
0.8692515049523172,-0.9991595683279922,-0.3707284775299065
0.8238475143404271,0.5512354024046247,-1.0935458309547017
1.500032219690155,-0.6635407218246563,0.22905790393420275
-0.25053328757792653,1.6073204517974193,0.7058039610480479
0.1733782710481721,-1.9624415978836136,-0.6565469046533703
-0.08491022214285265,0.39896333547615176,0.5179682988930006
0.7064124870636436,0.3417480290145695,0.5561605529606906
-1.210163657390871,-0.1698584648876483,0.23199086407351546
-0.35136115935073026,-1.1828028754072595,0.837715805331262
2.0994171471522276,0.28015783161324215,0.26758458025975596
-1.368170461842466,1.3193131193332643,-0.666109730223371
-1.6087440748140245,0.2821618719695182,-0.37340513025644123
0.21849825700537087,2.2010470089613996,-0.3619139338353391
1.8325301175653723,0.48940348010465057,0.3150289172942322
1.3008562697776729,-1.0296914989813128,0.4864560345558603
1.4980473990409344,0.43158599254061575,0.3872051597011129
-1.0625302588080812,-0.5609867534553461,0.015446357102989418
-0.26843375516151197,-0.9536670282462472,0.06638660575127955
-0.5402118186893825,1.3526528303646141,-0.8404091959264853
1.2982532882306557,0.24969506854478798,-0.3087291696081561
-0.19924682243408653,2.156716924821351,0.472022451475151
-0.07494544437680471,-0.3003680555189003,0.7449100358937865
-0.012665985910848816,1.8955212154394365,-0.3014816582755991
1.6048202629911401,0.12791179443734135,0.17572271607331816
1.3772826043530704,0.8400377127940204,0.3962078858452019
0.06418702241200809,1.2797376415510306,-0.2930734860219327
1.1627304302062367,-0.5202801623760256,-0.24982620376836567
1.136078155185066,-0.730950733249295,0.509012548524118
-1.3644288976537138,0.9628579394690328,0.9641195570220196
0.6736207761526432,1.6437560427389888,0.511284607867521
2.0763934994950883,-0.11272958609026694,-1.1276059275022234
-0.5125239248744508,-0.8140279840117854,-0.5588746721926324
-0.5400870645475045,-0.6723918640413036,-0.5587432311252186
-0.7295022910741704,0.628545941706166,0.09985302716271546
0.25262815841931435,-0.8105769623110344,-0.7188653273765213
1.877878616552321,0.3723748912186546,-0.43469683551874727
0.05061714736362844,-1.8407437687327153,0.03497347887944363
-1.3245143213520507,-1.3114676425577365,-0.5707135301259834
